-1,-1,-1,48,48,48,48,-1,-1,-1,-1,-1,-1,-1,48,48,48,48,48,48,48,48,48,48,48,48,48,48,-1,-1
6,-1,-1,-1,-1,-1,48,48,48,-1,-1,-1,48,48,48,48,-1,48,48,48,48,-1,-1,-1,-1,48,48,-1,6,-1
-1,-1,-1,-1,-1,6,-1,-1,-1,48,-1,48,48,-1,-1,48,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,48,-1,-1,48,48,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1
28,28,61,61,-1,-1,-1,-1,-1,-1,-1,48,48,-1,48,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,28,61
-1,-1,-1,28,28,-1,-1,-1,-1,-1,-1,-1,48,48,48,48,48,48,-1,-1,-1,-1,-1,-1,-1,-1,28,28,-1,-1
48,48,48,-1,28,28,-1,-1,-1,-1,-1,-1,-1,48,64,64,64,48,-1,-1,-1,-1,-1,-1,5,28,28,-1,48,48
48,48,48,48,-1,61,61,5,-1,-1,-1,-1,-1,64,64,-1,64,64,-1,-1,-1,-1,5,61,61,61,-1,-1,48,48
48,48,48,48,-1,-1,61,28,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,28,28,-1,-1,-1,48,48,48
48,48,48,48,48,-1,-1,28,28,28,-1,-1,-1,-1,-1,136,-1,-1,-1,-1,-1,28,28,-1,-1,-1,48,48,48,48
48,48,48,48,48,48,-1,-1,-1,-1,-1,-1,61,-1,-1,61,-1,-1,61,-1,-1,-1,-1,-1,-1,48,48,48,48,48
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
